"id"	"sire"	"dam"	"sdp"	"group"	"index_case"	"Tinf"	"Tsym"	"Trec"
1472	22	42	"progeny"	57	0			160
1473	22	42	"progeny"	57	0			160
1474	22	42	"progeny"	57	0			160
1475	29	47	"progeny"	57	0			160
1476	29	47	"progeny"	57	0			160
1477	29	47	"progeny"	57	0			160
1478	29	47	"progeny"	57	0			160
1479	29	47	"progeny"	57	0			160
1480	25	38	"progeny"	58	1	0		119
1481	25	38	"progeny"	58	1	0		160
1482	25	38	"progeny"	58	1	0		115
1483	25	38	"progeny"	58	1	0	3	18
1484	25	38	"progeny"	58	1	0	62	68
1485	14	52	"progeny"	58	0			106
1486	14	52	"progeny"	58	0			160
1487	14	52	"progeny"	58	0	116	116	119
1488	14	52	"progeny"	58	0			160
1489	14	52	"progeny"	58	0			119
1490	21	42	"progeny"	58	0	87	87	114
1491	21	42	"progeny"	58	0	117	117	118
1492	21	42	"progeny"	58	0	115	115	116
1493	21	42	"progeny"	58	0	105	105	113
1494	21	42	"progeny"	58	0	90	90	100
1495	12	38	"progeny"	58	0	111	111	121
1496	12	38	"progeny"	58	0	115	115	121
1497	12	38	"progeny"	58	0	103	103	117
1498	12	38	"progeny"	58	0	117	117	122
1499	12	38	"progeny"	58	0			114
1500	16	45	"progeny"	58	0	107	107	117
1501	16	45	"progeny"	58	0			119
1502	16	45	"progeny"	58	0			160
1503	16	45	"progeny"	58	0	108	108	121
1504	16	45	"progeny"	58	0			160
1505	25	38	"progeny"	59	1	0		43
1506	25	38	"progeny"	59	1	0		160
1507	25	38	"progeny"	59	1	0		160
1508	25	38	"progeny"	59	1	0	67	76
1509	25	38	"progeny"	59	1	0	42	45
1510	6	32	"progeny"	59	0			117
1511	6	32	"progeny"	59	0			160
1512	6	32	"progeny"	59	0			116
1513	6	32	"progeny"	59	0	154	154	160
1514	6	32	"progeny"	59	0			117
1515	24	52	"progeny"	59	0			117
1516	24	52	"progeny"	59	0			121
1517	24	52	"progeny"	59	0	117	117	119
1518	24	52	"progeny"	59	0	115	115	117
1519	24	52	"progeny"	59	0			116
1520	5	33	"progeny"	59	0			119
1521	5	33	"progeny"	59	0	113	113	123
1522	5	33	"progeny"	59	0	118	118	121
1523	5	33	"progeny"	59	0			107
1524	5	33	"progeny"	59	0			160
1525	16	41	"progeny"	59	0			118
1526	16	41	"progeny"	59	0	101	101	117
1527	16	41	"progeny"	59	0	117	117	118
1528	16	41	"progeny"	59	0	107	107	119
1529	16	41	"progeny"	59	0	118	118	121
1530	25	38	"progeny"	60	1	0	3	20
1531	25	38	"progeny"	60	1	0		160
1532	25	38	"progeny"	60	1	0		160
1533	25	38	"progeny"	60	1	0		122
1534	25	38	"progeny"	60	1	0	17	22
1535	12	53	"progeny"	60	0			147
1536	12	53	"progeny"	60	0			160
1537	12	53	"progeny"	60	0			160
1538	12	53	"progeny"	60	0	127	127	130
1539	12	53	"progeny"	60	0			160
1540	14	49	"progeny"	60	0			133
1541	14	49	"progeny"	60	0	105	105	117
1542	14	49	"progeny"	60	0			160
1543	14	49	"progeny"	60	0	94	94	114
1544	14	49	"progeny"	60	0			160
1545	5	33	"progeny"	60	0			160
1546	5	33	"progeny"	60	0			160
1547	5	33	"progeny"	60	0			117
1548	5	33	"progeny"	60	0			160
1549	5	33	"progeny"	60	0	108	108	116
1550	21	42	"progeny"	60	0			160
1551	21	42	"progeny"	60	0			160
1552	21	42	"progeny"	60	0			160
1553	21	42	"progeny"	60	0			160
1554	21	42	"progeny"	60	0			133
1555	25	38	"progeny"	61	1	0		160
1556	25	38	"progeny"	61	1	0	16	18
1557	25	38	"progeny"	61	1	0	29	42
1558	25	38	"progeny"	61	1	0	3	21
1559	25	38	"progeny"	61	1	0		76
1560	20	48	"progeny"	61	0			48
1561	20	48	"progeny"	61	0			160
1562	20	48	"progeny"	61	0			160
1563	20	48	"progeny"	61	0			160
1564	20	48	"progeny"	61	0			54
1565	25	53	"progeny"	61	0			64
1566	25	53	"progeny"	61	0	39	39	45
1567	25	53	"progeny"	61	0	64	64	66
1568	25	53	"progeny"	61	0			160
1569	25	53	"progeny"	61	0			46
1570	14	52	"progeny"	61	0			160
1571	14	52	"progeny"	61	0	59	59	65
1572	14	52	"progeny"	61	0	51	51	68
1573	14	52	"progeny"	61	0	44	44	59
1574	14	52	"progeny"	61	0			160
1575	28	38	"progeny"	61	0	52	52	54
1576	28	38	"progeny"	61	0	3	3	22
1577	28	38	"progeny"	61	0	137	137	160
1578	28	38	"progeny"	61	0			20
1579	28	38	"progeny"	61	0			42
1580	25	38	"progeny"	62	1	0		160
1581	25	38	"progeny"	62	1	0		42
1582	25	38	"progeny"	62	1	0	14	20
1583	25	38	"progeny"	62	1	0	6	18
1584	25	38	"progeny"	62	1	0		160
1585	27	38	"progeny"	62	0	106	106	115
1586	27	38	"progeny"	62	0			160
1587	27	38	"progeny"	62	0			160
1588	27	38	"progeny"	62	0	107	107	115
1589	27	38	"progeny"	62	0			118
1590	24	45	"progeny"	62	0			160
1591	24	45	"progeny"	62	0			160
1592	24	45	"progeny"	62	0	111	111	116
1593	24	45	"progeny"	62	0			160
1594	24	45	"progeny"	62	0			160
1595	29	47	"progeny"	62	0			120
1596	29	47	"progeny"	62	0			160
1597	29	47	"progeny"	62	0			160
1598	29	47	"progeny"	62	0			160
1599	29	47	"progeny"	62	0			160
1600	14	49	"progeny"	62	0			160
1601	14	49	"progeny"	62	0			49
1602	14	49	"progeny"	62	0			160
1603	14	49	"progeny"	62	0			160
1604	14	49	"progeny"	62	0			160
1605	25	38	"progeny"	63	1	0	154	160
1606	25	38	"progeny"	63	1	0	41	46
1607	25	38	"progeny"	63	1	0	145	160
1608	25	38	"progeny"	63	1	0	116	127
1609	25	38	"progeny"	63	1	0	48	51
1610	24	45	"progeny"	63	0			160
1611	24	45	"progeny"	63	0	115	115	121
1612	24	45	"progeny"	63	0			160
1613	24	45	"progeny"	63	0			160
1614	24	45	"progeny"	63	0			160
1615	12	38	"progeny"	63	0			160
1616	12	38	"progeny"	63	0			160
1617	12	38	"progeny"	63	0			160
1618	12	38	"progeny"	63	0	141	141	151
1619	12	38	"progeny"	63	0			156
1620	22	42	"progeny"	63	0			160
1621	22	42	"progeny"	63	0			160
1622	22	42	"progeny"	63	0			160
1623	22	42	"progeny"	63	0			160
1624	22	42	"progeny"	63	0			160
1625	16	41	"progeny"	63	0			147
1626	16	41	"progeny"	63	0			160
1627	16	41	"progeny"	63	0			160
1628	16	41	"progeny"	63	0			160
1629	16	41	"progeny"	63	0			116
1630	15	47	"progeny"	64	1	0	102	108
1631	15	47	"progeny"	64	1	0	105	111
1632	15	47	"progeny"	64	1	0	154	160
1633	15	47	"progeny"	64	1	0	97	110
1634	15	47	"progeny"	64	1	0	114	116
1635	6	32	"progeny"	64	0			160
1636	6	32	"progeny"	64	0	25	25	42
1637	6	32	"progeny"	64	0	62	62	70
1638	6	32	"progeny"	64	0			160
1639	6	32	"progeny"	64	0	112	112	116
1640	12	53	"progeny"	64	0			160
1641	12	53	"progeny"	64	0	44	44	73
1642	12	53	"progeny"	64	0	76	76	77
1643	12	53	"progeny"	64	0			160
1644	12	53	"progeny"	64	0			65
1645	20	48	"progeny"	64	0			107
1646	20	48	"progeny"	64	0	55	55	63
1647	20	48	"progeny"	64	0	50	50	65
1648	20	48	"progeny"	64	0			160
1649	20	48	"progeny"	64	0	94	94	109
1650	27	38	"progeny"	64	0			160
1651	27	38	"progeny"	64	0			160
1652	27	38	"progeny"	64	0			160
1653	27	38	"progeny"	64	0			160
1654	27	38	"progeny"	64	0			56
1655	15	47	"progeny"	65	1	0	49	56
1656	15	47	"progeny"	65	1	0		160
1657	15	47	"progeny"	65	1	0		160
1658	15	47	"progeny"	65	1	0	107	117
1659	15	47	"progeny"	65	1	0		160
1660	11	44	"progeny"	65	0			160
1661	11	44	"progeny"	65	0			160
1662	11	44	"progeny"	65	0			160
1663	11	44	"progeny"	65	0			160
1664	11	44	"progeny"	65	0			160
1665	16	45	"progeny"	65	0			160
1666	16	45	"progeny"	65	0			116
1667	16	45	"progeny"	65	0	117	117	121
1668	16	45	"progeny"	65	0			160
1669	16	45	"progeny"	65	0			117
1670	24	52	"progeny"	65	0	129	129	132
1671	24	52	"progeny"	65	0			160
1672	24	52	"progeny"	65	0			160
1673	24	52	"progeny"	65	0			160
1674	24	52	"progeny"	65	0			160
1675	28	38	"progeny"	65	0			160
1676	28	38	"progeny"	65	0			160
1677	28	38	"progeny"	65	0			160
1678	28	38	"progeny"	65	0			114
1679	28	38	"progeny"	65	0			116
1680	15	47	"progeny"	66	1	0		28
1681	15	47	"progeny"	66	1	0	114	116
1682	15	47	"progeny"	66	1	0		160
1683	15	47	"progeny"	66	1	0	108	119
1684	15	47	"progeny"	66	1	0		124
1685	25	53	"progeny"	66	0			160
1686	25	53	"progeny"	66	0			160
1687	25	53	"progeny"	66	0	113	113	115
1688	25	53	"progeny"	66	0	113	113	119
1689	25	53	"progeny"	66	0	113	113	119
1690	11	44	"progeny"	66	0			160
1691	11	44	"progeny"	66	0			119
1692	11	44	"progeny"	66	0	151	151	158
1693	11	44	"progeny"	66	0	115	115	116
1694	11	44	"progeny"	66	0	115	115	128
1695	22	42	"progeny"	66	0			117
1696	22	42	"progeny"	66	0	97	97	120
1697	22	42	"progeny"	66	0			160
1698	22	42	"progeny"	66	0			160
1699	22	42	"progeny"	66	0	130	130	136
1700	29	47	"progeny"	66	0	132	132	140
1701	29	47	"progeny"	66	0			160
1702	29	47	"progeny"	66	0	113	113	114
1703	29	47	"progeny"	66	0			160
1704	29	47	"progeny"	66	0			121
1705	15	47	"progeny"	67	1	0		160
1706	15	47	"progeny"	67	1	0	34	59
1707	15	47	"progeny"	67	1	0	115	119
1708	15	47	"progeny"	67	1	0	71	81
1709	15	47	"progeny"	67	1	0	115	118
1710	14	52	"progeny"	67	0			116
1711	14	52	"progeny"	67	0	118	118	120
1712	14	52	"progeny"	67	0	116	116	122
1713	14	52	"progeny"	67	0			120
1714	14	52	"progeny"	67	0			160
1715	21	42	"progeny"	67	0			119
1716	21	42	"progeny"	67	0	110	110	116
1717	21	42	"progeny"	67	0	109	109	118
1718	21	42	"progeny"	67	0			115
1719	21	42	"progeny"	67	0	108	108	117
1720	12	38	"progeny"	67	0			117
1721	12	38	"progeny"	67	0	112	112	120
1722	12	38	"progeny"	67	0	110	110	117
1723	12	38	"progeny"	67	0	106	106	118
1724	12	38	"progeny"	67	0	111	111	118
1725	16	45	"progeny"	67	0	117	117	130
1726	16	45	"progeny"	67	0	129	129	136
1727	16	45	"progeny"	67	0	117	117	121
1728	16	45	"progeny"	67	0	113	113	115
1729	16	45	"progeny"	67	0			160
1730	15	47	"progeny"	68	1	0		27
1731	15	47	"progeny"	68	1	0	114	121
1732	15	47	"progeny"	68	1	0	59	63
1733	15	47	"progeny"	68	1	0	45	58
1734	15	47	"progeny"	68	1	0		160
1735	6	32	"progeny"	68	0			115
1736	6	32	"progeny"	68	0	114	114	116
1737	6	32	"progeny"	68	0	107	107	114
1738	6	32	"progeny"	68	0			160
1739	6	32	"progeny"	68	0			137
1740	24	52	"progeny"	68	0			160
1741	24	52	"progeny"	68	0	112	112	120
1742	24	52	"progeny"	68	0	112	112	118
1743	24	52	"progeny"	68	0	104	104	113
1744	24	52	"progeny"	68	0			160
1745	5	33	"progeny"	68	0			123
1746	5	33	"progeny"	68	0	125	125	133
1747	5	33	"progeny"	68	0	109	109	118
1748	5	33	"progeny"	68	0			160
1749	5	33	"progeny"	68	0			147
1750	16	41	"progeny"	68	0			160
1751	16	41	"progeny"	68	0			160
1752	16	41	"progeny"	68	0	101	101	118
1753	16	41	"progeny"	68	0	104	104	119
1754	16	41	"progeny"	68	0	119	119	125
1755	15	47	"progeny"	69	1	0	14	20
1756	15	47	"progeny"	69	1	0	83	91
1757	15	47	"progeny"	69	1	0	42	55
1758	15	47	"progeny"	69	1	0	74	80
1759	15	47	"progeny"	69	1	0	88	106
1760	12	53	"progeny"	69	0			106
1761	12	53	"progeny"	69	0			12
1762	12	53	"progeny"	69	0			110
1763	12	53	"progeny"	69	0			105
1764	12	53	"progeny"	69	0	20	20	73
1765	14	49	"progeny"	69	0			106
1766	14	49	"progeny"	69	0	101	101	113
1767	14	49	"progeny"	69	0	99	99	106
1768	14	49	"progeny"	69	0	92	92	101
1769	14	49	"progeny"	69	0	84	84	89
1770	5	33	"progeny"	69	0	83	83	108
1771	5	33	"progeny"	69	0	90	90	106
1772	5	33	"progeny"	69	0	98	98	102
1773	5	33	"progeny"	69	0	100	100	106
1774	5	33	"progeny"	69	0	105	105	112
1775	21	42	"progeny"	69	0	117	117	121
1776	21	42	"progeny"	69	0	92	92	94
1777	21	42	"progeny"	69	0	91	91	106
1778	21	42	"progeny"	69	0	97	97	110
1779	21	42	"progeny"	69	0	67	67	97
1780	15	47	"progeny"	70	1	0	120	127
1781	15	47	"progeny"	70	1	0	20	26
1782	15	47	"progeny"	70	1	0	42	54
1783	15	47	"progeny"	70	1	0	101	110
1784	15	47	"progeny"	70	1	0	6	12
1785	20	48	"progeny"	70	0			160
1786	20	48	"progeny"	70	0	120	120	135
1787	20	48	"progeny"	70	0	116	116	120
1788	20	48	"progeny"	70	0			123
1789	20	48	"progeny"	70	0	14	14	112
1790	25	53	"progeny"	70	0			115
1791	25	53	"progeny"	70	0	104	104	110
1792	25	53	"progeny"	70	0	116	116	121
1793	25	53	"progeny"	70	0	120	120	123
1794	25	53	"progeny"	70	0	110	110	118
1795	14	52	"progeny"	70	0			160
1796	14	52	"progeny"	70	0			160
1797	14	52	"progeny"	70	0	127	127	130
1798	14	52	"progeny"	70	0			160
1799	14	52	"progeny"	70	0	122	122	128
1800	28	38	"progeny"	70	0			105
1801	28	38	"progeny"	70	0	121	121	124
1802	28	38	"progeny"	70	0	102	102	116
1803	28	38	"progeny"	70	0	82	82	110
1804	28	38	"progeny"	70	0			160
1805	15	47	"progeny"	71	1	0		160
1806	15	47	"progeny"	71	1	0	3	28
1807	15	47	"progeny"	71	1	0		160
1808	15	47	"progeny"	71	1	0		160
1809	15	47	"progeny"	71	1	0	18	26
1810	27	38	"progeny"	71	0			160
1811	27	38	"progeny"	71	0	110	110	116
1812	27	38	"progeny"	71	0	114	114	118
1813	27	38	"progeny"	71	0	110	110	118
1814	27	38	"progeny"	71	0			160
1815	24	45	"progeny"	71	0			116
1816	24	45	"progeny"	71	0			160
1817	24	45	"progeny"	71	0			160
1818	24	45	"progeny"	71	0			160
1819	24	45	"progeny"	71	0			160
1820	29	47	"progeny"	71	0			160
1821	29	47	"progeny"	71	0			160
1822	29	47	"progeny"	71	0			160
1823	29	47	"progeny"	71	0			160
1824	29	47	"progeny"	71	0			160
1825	14	49	"progeny"	71	0			160
1826	14	49	"progeny"	71	0			160
1827	14	49	"progeny"	71	0			160
1828	14	49	"progeny"	71	0			160
1829	14	49	"progeny"	71	0			124
1830	15	47	"progeny"	72	1	0		160
1831	15	47	"progeny"	72	1	0		160
1832	15	47	"progeny"	72	1	0		160
1833	15	47	"progeny"	72	1	0		160
1834	15	47	"progeny"	72	1	0		160
1835	24	45	"progeny"	72	0			160
1836	24	45	"progeny"	72	0			160
1837	24	45	"progeny"	72	0			129
1838	24	45	"progeny"	72	0			160
1839	24	45	"progeny"	72	0	100	100	115
1840	12	38	"progeny"	72	0			160
1841	12	38	"progeny"	72	0			123
1842	12	38	"progeny"	72	0			160
1843	12	38	"progeny"	72	0	111	111	125
1844	12	38	"progeny"	72	0			119
1845	22	42	"progeny"	72	0	150	150	158
1846	22	42	"progeny"	72	0	155	155	160
1847	22	42	"progeny"	72	0	148	148	160
1848	22	42	"progeny"	72	0	116	116	124
1849	22	42	"progeny"	72	0	157	157	160
1850	16	41	"progeny"	72	0			160
1851	16	41	"progeny"	72	0			160
1852	16	41	"progeny"	72	0	126	126	132
1853	16	41	"progeny"	72	0	106	106	115
1854	16	41	"progeny"	72	0			160
