id,sdp,group,sus_G,sus_E,sus,inf_G,inf_E,inf,rec_G,rec_E,rec,r0_G,r0_E,r0
541,progeny,20,0.060963,-0.00389001,1.05873308450319,-0.0166311,0.0255432,1.00895193100123,0.0610765,-0.00543319,1.05722051648869,1.11116431720961,1.016352258309,1.12933436314837
542,progeny,20,0.0841561,0.156489,1.27206949772288,-0.0276077,-0.365599,0.674889233563278,0.0776672,0.281505,1.43214339543201,1.14363936171284,1.07507991677231,1.22950370980778
543,progeny,20,0.0545767,-0.0638551,0.990764511533935,-0.0133195,0.182087,1.18384486299374,0.0540495,-0.120467,0.935740111231154,1.0999961722219,0.997767395976073,1.0975403163415
544,progeny,20,0.0501774,-0.140032,0.914064080526818,-0.0110596,0.383776,1.4516725871033,0.0447796,-0.276482,0.793182139190401,1.08751730880873,0.967792087902403,1.052490646922
545,progeny,20,-0.00483448,0.0824704,1.08072911517752,0.153492,-0.198075,0.956396215913302,0.0291022,0.157818,1.20553107983122,1.19453826309516,1.0431170561807,1.24604323649503
546,progeny,20,0.00155889,0.206396,1.23115763077548,0.151345,-0.526798,0.686978007256006,0.0460336,0.418631,1.59148031686349,1.22010569470907,1.10321539250874,1.34603938289061
547,progeny,20,-0.0129574,-0.00366472,0.983515265172465,0.158996,0.0279385,1.20554831904892,0.018889,-0.0114826,1.00743389521876,1.17930773374057,1.01287333706445,1.19448935969973
548,progeny,20,-0.0214312,-0.0327474,0.947262910237253,0.164447,0.0956713,1.29708352257058,0.0172418,-0.0474087,0.970283579704383,1.1738132063313,1.01563618561101,1.19216716749814
549,progeny,20,-0.0154647,-0.00505425,0.979690131170626,0.160961,0.0282567,1.20830397162685,0.0198653,-0.00326394,1.01673992832245,1.17981966437793,1.02013860977502,1.20357959220373
550,progeny,20,-0.0136075,-0.0202911,0.96666951995737,0.127438,0.0653151,1.21258336972279,0.0766419,-0.0295683,1.04819915369841,1.20982098211757,1.01557575705573,1.22866485981596
551,progeny,20,-0.0197735,-0.0769112,0.907842203658675,0.130891,0.210712,1.40720152759916,0.0705354,-0.135205,0.937377121620028,1.19919788004862,0.99859678542752,1.19751514810805
552,progeny,20,-0.0158611,-0.00114134,0.983141285767246,0.129279,0.00957495,1.14895628268396,0.0800557,0.0210308,1.10637233883177,1.21345735085457,1.02990278057966,1.24974309975995
553,progeny,20,0.0048249,0.302015,1.35912335500338,0.11693,-0.799962,0.505083255964095,0.118335,0.638087,2.13063913906611,1.2713634407573,1.15043484846228,1.4626208073081
554,progeny,20,-0.00145943,-0.0659893,0.934775645334803,0.116826,0.204238,1.37859380807417,0.0656187,-0.177605,0.894056505990587,1.19839752676762,0.961408098408425,1.15214908734702
