id	sus_g	inf_g	end_g	sus_e	inf_e	end_e	sus_pt	inf_pt	end_pt	r0_g	r0_pt
469	0.621271	-0.80291	0.0347078	1.13204	-0.796948	0.268929	1.753311	-1.599858	0.3036368	-0.1469312	0.4570898
470	-0.975274	-0.123043	-0.137513	-1.26013	0.726885	-0.324441	-2.235404	0.603842	-0.461954	-1.23583	-2.093516
471	0.791568	-0.202477	0.148811	0.956283	-0.745019	0.199285	1.747851	-0.947496	0.348096	0.737902	1.148451
472	0.045789	0.09537	0.069151	-1.93685	1.12004	-0.498514	-1.891061	1.21541	-0.429363	0.21031	-1.105014
473	-0.959789	-0.128473	-0.135616	-1.19545	0.689575	-0.307811	-2.155239	0.561102	-0.443427	-1.223878	-2.037564
474	-0.443243	-0.379373	-0.0997793	0.109	-0.346339	-0.0842154	-0.334243	-0.725712	-0.1839947	-0.9223953	-1.2439497
475	-0.103953	-0.527033	-0.0489019	-1.84015	1.06061	-0.473804	-1.944103	0.533577	-0.5227059	-0.6798879	-1.9332319
476	0.542514	-0.744606	0.0286069	0.841063	-0.563468	0.206306	1.383577	-1.308074	0.2349129	-0.1734851	0.3104159
477	0.434196	0.277271	0.146752	0.699231	-0.896467	0.172157	1.133427	-0.619196	0.318909	0.858219	0.83314
478	-0.0816397	-0.533367	-0.0461851	-1.74258	1.0045	-0.448703	-1.8242197	0.471133	-0.4948881	-0.6611918	-1.8479748
479	0.427662	-0.741167	-0.00175158	-0.194976	-0.0580362	-0.122418	0.232686	-0.7992032	-0.12416958	-0.31525658	-0.69068678
480	-0.430954	-0.315078	-0.10043	0.660439	-0.374046	0.201381	0.229485	-0.689124	0.100951	-0.846462	-0.358688
481	-0.544959	-0.318672	-0.130081	-0.305143	0.0600314	-0.110331	-0.850102	-0.2586406	-0.240412	-0.993712	-1.3491546
482	-0.529982	-0.314844	-0.125783	-0.164737	0.00334008	-0.0641936	-0.694719	-0.31150392	-0.1899766	-0.970609	-1.19619952
483	-0.574605	-0.318566	-0.137634	-0.565668	0.180814	-0.193611	-1.140273	-0.137752	-0.331245	-1.030805	-1.60927
484	-0.578026	-0.315233	-0.138122	-0.588425	0.197829	-0.199949	-1.166451	-0.117404	-0.338071	-1.031381	-1.621926
485	-0.520014	-0.263708	-0.093577	0.103746	-0.089574	-0.0231177	-0.416268	-0.353282	-0.1166947	-0.877299	-0.8862447
486	-0.715019	-0.235257	-0.124317	-0.853614	0.367635	-0.297711	-1.568633	0.132378	-0.422028	-1.074593	-1.858283
487	-0.682116	-0.1505	-0.0912398	0.286244	0.015075	0.126385	-0.395872	-0.135425	0.0351452	-0.9238558	-0.4961518
488	-0.376765	-0.218011	-0.0677367	0.662462	-0.17886	0.153441	0.285697	-0.396871	0.0857043	-0.6625127	-0.0254697
489	-0.576809	-0.0948499	-0.0568937	1.24926	-0.303616	0.462372	0.672451	-0.3984659	0.4054783	-0.7285526	0.6794634
490	0.381665	0.986355	0.0992246	-1.01796	0.620072	-0.318319	-0.636295	1.606427	-0.2190944	1.4672446	0.7510376
491	0.241258	1.04025	0.103659	-0.699804	0.530376	-0.141525	-0.458546	1.570626	-0.037866	1.385167	1.074214
492	0.318882	0.987351	0.0911811	-1.21824	0.691082	-0.370678	-0.899358	1.678433	-0.2794969	1.3974141	0.4995781
493	0.432201	1.12252	0.134276	-0.144584	0.472942	0.0209127	0.287617	1.595462	0.1551887	1.688997	2.0382677
494	0.440928	1.09818	0.122206	-0.613044	0.68547	-0.152473	-0.172116	1.78365	-0.030267	1.661314	1.581267
495	0.211104	-0.712751	-0.0908524	-1.22261	0.629799	-0.36771	-1.011506	-0.082952	-0.4585624	-0.5924994	-1.5530204
496	0.485283	-0.755977	-0.0544006	-0.176973	0.14031	-0.0871095	0.30831	-0.615667	-0.1415101	-0.3250946	-0.4488671
497	0.334497	-0.694645	-0.0604234	-0.259253	0.249654	-0.0530952	0.075244	-0.444991	-0.1135186	-0.4205714	-0.4832656
498	0.271129	-0.622465	-0.0423205	0.326012	0.0923995	0.201106	0.597141	-0.5300655	0.1587855	-0.3936565	0.225861
499	0.7323	-0.845886	-0.0235489	0.956543	-0.567304	0.207084	1.688843	-1.41319	0.1835351	-0.1371349	0.4591881
500	0.0302181	0.599573	0.0547478	0.179242	0.0662535	0.0420899	0.2094601	0.6658265	0.0968377	0.6845389	0.9721243
501	-0.244075	0.678706	0.0568336	0.645	-0.0793926	0.321548	0.400925	0.5993134	0.3783816	0.4914646	1.37862
502	0.51314	0.270992	0.0923589	1.97423	-1.37415	0.432866	2.48737	-1.103158	0.5252249	0.8764909	1.9094369
503	-0.278366	0.688052	0.0407502	-0.00505402	0.262082	0.104978	-0.28342002	0.950134	0.1457282	0.4504362	0.81244218
504	0.363446	0.402014	0.0866033	1.56551	-0.935984	0.373357	1.928956	-0.53397	0.4599603	0.8520633	1.8549463
505	-0.600644	-0.257145	-0.137939	-0.76584	0.419102	-0.235353	-1.366484	0.161957	-0.373292	-0.995728	-1.577819
506	-0.56494	-0.259705	-0.129217	-0.466699	0.279454	-0.139739	-1.031639	0.019749	-0.268956	-0.953862	-1.280846
507	-0.674196	-0.255039	-0.156458	-1.3816	0.704801	-0.433597	-2.055796	0.449762	-0.590055	-1.085693	-2.196089
508	-0.671371	-0.255054	-0.155817	-1.37059	0.699974	-0.42984	-2.041961	0.44492	-0.585657	-1.082242	-2.182698
509	-0.560538	-0.259094	-0.128039	-0.426168	0.260692	-0.126622	-0.986706	0.00159799999999999	-0.254661	-0.947671	-1.239769
510	-0.219531	-0.623241	-0.0910173	0.449003	-0.557817	0.102185	0.229472	-1.181058	0.0111677	-0.9337893	-0.9404183
511	0.106761	-0.725726	-0.0643178	1.24797	-1.06395	0.25395	1.354731	-1.789676	0.1896322	-0.6832828	-0.2453128
512	-0.63936	-0.373308	-0.13906	-1.61875	0.933933	-0.417063	-2.25811	0.560625	-0.556123	-1.151728	-2.253608
513	0.229801	-0.66738	-0.0369507	1.93851	-1.23416	0.483115	2.168311	-1.90154	0.4461643	-0.4745297	0.7129353
514	0.787177	-0.699055	-0.00531853	2.07168	-1.41	0.499439	2.858857	-2.109055	0.49412047	0.08280347	1.24392247
515	-1.16901	-0.0892921	-0.159835	-1.26573	0.729802	-0.326191	-2.43474	0.6405099	-0.486026	-1.4181371	-2.2802561
516	-1.17781	-0.0866221	-0.160905	-1.30008	0.749412	-0.335025	-2.47789	0.6627899	-0.49593	-1.4253371	-2.3110301
517	-1.19171	-0.082315	-0.162579	-1.35456	0.781071	-0.34899	-2.54627	0.698756	-0.511569	-1.436604	-2.359083
518	-1.18914	-0.0831841	-0.16233	-1.34638	0.776447	-0.346877	-2.53552	0.6932629	-0.509207	-1.4346541	-2.3514641
519	-1.20971	-0.0770252	-0.164802	-1.42606	0.823134	-0.36705	-2.63577	0.7461088	-0.531852	-1.4515372	-2.4215132
520	0.612964	-0.791941	0.0509118	1.86093	-1.18284	0.529461	2.473894	-1.974781	0.5803728	-0.1280652	1.0794858
521	-0.0827855	-0.533894	-0.0465338	-1.75715	1.01505	-0.452228	-1.8399355	0.481156	-0.4987618	-0.6632133	-1.8575413
522	0.445942	-0.719778	0.0149638	0.347022	-0.275522	0.0730933	0.792964	-0.9953	0.0880571	-0.2588722	-0.1142789
523	0.585927	-0.780811	0.0408062	1.38724	-0.925912	0.372279	1.973167	-1.706723	0.4130852	-0.1540778	0.6795292
524	-0.490655	-0.385581	-0.120061	-1.2709	0.734704	-0.327257	-1.761555	0.349123	-0.447318	-0.996297	-1.85975
525	0.250886	-0.264499	0.101547	0.647656	-0.51093	0.15813	0.898542	-0.775429	0.259677	0.087934	0.38279
526	0.761558	-0.486874	0.142096	2.03518	-1.50791	0.425542	2.796738	-1.994784	0.567638	0.41678	1.369592
527	-0.261884	-0.057493	0.0417184	-1.59001	0.917427	-0.409166	-1.851894	0.859934	-0.3674476	-0.2776586	-1.3594076
528	0.205078	-0.252004	0.102233	0.736871	-0.55746	0.210129	0.941949	-0.809464	0.312362	0.055307	0.444847
529	-0.226791	-0.0688831	0.0459593	-1.45145	0.838345	-0.373337	-1.678241	0.7694619	-0.3273777	-0.2497148	-1.2361568
530	-0.66792	-0.275048	-0.156843	-1.33509	0.628351	-0.427497	-2.00301	0.353303	-0.58434	-1.099811	-2.234047
531	-0.476438	-0.301258	-0.110889	0.292496	-0.179215	0.0866044	-0.183942	-0.480473	-0.0242846	-0.888585	-0.6886996
532	-0.526841	-0.226853	-0.115732	-0.125394	0.186788	-0.0199879	-0.652235	-0.040065	-0.1357199	-0.869426	-0.8280199
533	-0.435841	-0.286199	-0.098843	0.63369	-0.300324	0.202124	0.197849	-0.586523	0.103281	-0.820883	-0.285393
534	-0.524777	-0.225397	-0.115121	-0.106615	0.182005	-0.0132712	-0.631392	-0.043392	-0.1283922	-0.865295	-0.8031762
535	-0.453096	-0.339419	-0.16648	-1.31972	0.756725	-0.340169	-1.772816	0.417306	-0.506649	-0.958995	-1.862159
536	0.65005	-0.850276	-0.051365	3.05235	-2.21675	0.704369	3.7024	-3.067026	0.653004	-0.251591	1.288378
537	-0.302205	-0.352701	-0.140158	-0.570057	0.448886	-0.115465	-0.872262	0.096185	-0.255623	-0.795064	-1.0317
538	-0.0424264	-0.529321	-0.141426	-0.431146	0.0398562	-0.214784	-0.4735724	-0.4894648	-0.35621	-0.7131734	-1.3192472
539	-0.398435	-0.374998	-0.170697	-1.46617	0.778159	-0.421816	-1.864605	0.403161	-0.592513	-0.94413	-2.053957
540	0.891508	-0.189865	0.177405	1.93334	-1.15426	0.524455	2.824848	-1.344125	0.70186	0.879048	2.182583
541	0.499454	-0.018528	0.128652	-0.16946	0.156856	-0.0354993	0.329994	0.138328	0.0931527	0.609578	0.5614747
542	0.997352	-0.234992	0.191441	2.46425	-1.48774	0.666182	3.461602	-1.722732	0.857623	0.953801	2.596493
543	0.351951	0.0603207	0.106576	-0.918991	0.669074	-0.236299	-0.56704	0.7293947	-0.129723	0.5188477	0.0326317
544	0.261104	-0.00958316	0.0730248	-1.85519	0.924164	-0.570637	-1.594086	0.91458084	-0.4976122	0.32454564	-1.17711736
545	0.0653305	0.643795	0.062338	1.41474	-0.937501	0.394083	1.4800705	-0.293706	0.456421	0.7714635	1.6427855
546	0.132407	0.715078	0.0944162	2.34558	-1.20684	0.729923	2.477987	-0.491762	0.8243392	0.9419012	2.8105642
547	-0.0394584	0.777334	0.0455475	0.414138	-0.190083	0.116578	0.3746796	0.587251	0.1621255	0.7834231	1.1240561
548	-0.364631	0.927862	0.0144472	-0.730944	0.612212	-0.1448	-1.095575	1.540074	-0.1303528	0.5776782	0.3141462
549	-0.205056	0.908912	0.0284349	-0.358394	0.473845	-0.0648377	-0.56345	1.382757	-0.0364028	0.7322909	0.7829042
550	-0.155552	1.27247	0.139159	-0.590984	0.915841	-0.0917701	-0.746536	2.188311	0.0473889	1.256077	1.4891639
551	-0.363441	1.09438	0.093525	-1.28791	0.77079	-0.339348	-1.651351	1.86517	-0.245823	0.824464	-0.032004
552	-0.330563	1.15733	0.117951	-0.585087	0.578036	-0.0747019	-0.91565	1.735366	0.0432491	0.944718	0.8629651
553	0.0981918	1.07266	0.206397	2.51873	-0.98851	0.873592	2.6169218	0.08415	1.079989	1.3772488	3.7810608
554	0.241753	0.775032	0.141713	0.612794	-0.649586	0.0495513	0.854547	0.125446	0.1912643	1.158498	1.1712573
555	-0.551996	-0.358515	-0.135954	-0.379561	-0.00113744	-0.149095	-0.931557	-0.35965244	-0.285049	-1.046465	-1.57625844
556	-0.522756	-0.361902	-0.128855	-0.127211	-0.125289	-0.0691747	-0.649967	-0.487191	-0.1980297	-1.013513	-1.3351877
557	-0.473225	-0.359553	-0.116065	0.273536	-0.301653	0.0611097	-0.199689	-0.661206	-0.0549553	-0.948843	-0.9158503
558	-0.441007	-0.361723	-0.108226	0.553277	-0.431396	0.150216	0.11227	-0.793119	0.04199	-0.910956	-0.638859
559	-0.63396	-0.367965	-0.157865	-1.07565	0.296472	-0.37643	-1.70961	-0.071493	-0.534295	-1.15979	-2.315398
560	0.286979	-0.405595	-0.0428305	0.366053	-0.0508055	0.151156	0.653032	-0.4564005	0.1083255	-0.1614465	0.304957
561	0.346829	-0.427713	-0.0546983	-0.00339064	0.135693	-0.00889966	0.34343836	-0.29202	-0.06359796	-0.1355823	-0.0121796
562	0.337179	-0.417587	-0.0507134	0.0604004	0.10422	0.0197328	0.3975794	-0.313367	-0.0309806	-0.1311214	0.0532318
563	0.296648	-0.371494	-0.0287527	0.908643	-0.231553	0.352065	1.205291	-0.603047	0.3233123	-0.1035987	0.9255563
564	0.217679	-0.439796	-0.0648682	-0.165657	0.112585	-0.0330405	0.052022	-0.327211	-0.0979087	-0.2869852	-0.3730977
565	0.332919	-0.602852	0.0174035	0.295622	-0.000966768	0.130254	0.628541	-0.603818768	0.1476575	-0.2525295	0.172379732
566	0.443878	0.575901	0.195272	1.5841	-0.670822	0.584012	2.027978	-0.094921	0.779284	1.215051	2.712341
567	0.501365	-0.607929	0.0285849	0.448357	-0.032893	0.134038	0.949722	-0.640822	0.1626229	-0.0779791000000001	0.4715229
568	0.690198	0.471857	0.170952	0.380087	-0.214944	0.0457423	1.070285	0.256913	0.2166943	1.333007	1.5438923
569	0.323558	-0.695238	-0.0159189	-0.761366	0.304672	-0.27531	-0.437808	-0.390566	-0.2912289	-0.3875989	-1.1196029
570	0.204276	0.329787	0.136619	0.375604	-0.0758011	0.123941	0.57988	0.2539859	0.26056	0.670682	1.0944259
571	0.0486431	0.273906	0.0960864	-0.609961	0.288028	-0.199673	-0.5613179	0.561934	-0.1035866	0.4186355	-0.1029705
572	-0.557524	0.476545	0.0327877	-2.72327	1.57125	-0.700846	-3.280794	2.047795	-0.6680583	-0.0481913	-1.9010573
573	0.126892	0.388867	0.123997	-0.0794926	0.303745	0.00448059	0.0473994	0.692612	0.12847759	0.639756	0.86848899
574	0.694316	0.182288	0.178888	1.78201	-0.863091	0.430769	2.476326	-0.680803	0.609657	1.055492	2.40518
575	-0.730067	0.130398	-0.102447	-2.52772	1.45648	-0.650844	-3.257787	1.586878	-0.753291	-0.702116	-2.4242
576	0.140086	-0.0462853	0.00311821	0.62672	-0.163164	0.154399	0.766806	-0.2094493	0.15751721	0.09691891	0.71487391
577	-0.198414	-0.0872937	-0.0615741	-1.15921	0.485347	-0.399201	-1.357624	0.3980533	-0.4607751	-0.3472818	-1.4203458
578	-0.255258	-0.0631214	-0.0592594	-1.0195	0.445127	-0.322776	-1.274758	0.3820056	-0.3820354	-0.3776388	-1.2747878
579	0.2337	-0.118336	0.0023805	0.708463	-0.338882	0.128275	0.942163	-0.457218	0.1306555	0.1177445	0.6156005
580	-0.676339	-0.251034	-0.156607	-1.39472	0.719305	-0.436471	-2.071059	0.468271	-0.593078	-1.08398	-2.195866
581	-0.679075	-0.2496	-0.15713	-1.41582	0.729972	-0.443036	-2.094895	0.480372	-0.600166	-1.085805	-2.214689
582	-0.548691	-0.248055	-0.123755	-0.303172	0.227024	-0.0838052	-0.851863	-0.021031	-0.2075602	-0.920501	-1.0804542
583	-0.44495	-0.256723	-0.0982019	0.549053	-0.184643	0.187262	0.104103	-0.441366	0.0890601	-0.7998749	-0.2482029
584	-0.513411	-0.263529	-0.116355	-0.0270116	0.063144	-0.000127363	-0.5404226	-0.200385	-0.116482363	-0.893295	-0.857289963
585	0.139236	-0.0254477	0.0169483	-0.25004	0.353779	-0.0256871	-0.110804	0.3283313	-0.0087388	0.1307366	0.2087885
586	-0.519687	0.0958343	-0.0736004	-3.0064	1.73337	-0.774335	-3.526087	1.8292043	-0.8479354	-0.4974531	-2.5448181
587	0.690115	-0.340089	0.0563158	1.44489	-1.03111	0.297511	2.135005	-1.371199	0.3538268	0.4063418	1.1176328
588	0.767716	-0.366223	0.0643752	1.71967	-1.20327	0.362406	2.487386	-1.569493	0.4267812	0.4658682	1.3446742
589	0.465617	-0.0808059	0.0708542	1.51462	-0.536918	0.484129	1.980237	-0.6177239	0.5549832	0.4556653	1.9174963
590	1.05293	0.0282642	0.0833653	1.55156	-0.853771	0.402532	2.60449	-0.8255068	0.4858973	1.1645595	2.2648805
591	0.429536	0.146564	-0.0172271	-1.73586	0.827046	-0.542958	-1.306324	0.97361	-0.5601851	0.5588729	-0.8928991
592	0.645389	0.203291	0.0356084	-0.0811157	0.200166	0.00210066	0.5642733	0.403457	0.03770906	0.8842884	1.00543936
593	0.466159	0.1393	-0.0125232	-1.60349	0.758816	-0.508537	-1.137331	0.898116	-0.5210602	0.5929358	-0.7602752
594	0.682151	0.140589	0.0281922	-0.403738	0.247551	-0.142879	0.278413	0.38814	-0.1146868	0.8509322	0.5518662
595	-0.000637082	0.80823	0.0418548	0.0301325	0.099728	-0.0243225	0.029495418	0.907958	0.0175323	0.849447718	0.954985718
596	-0.0060719	0.838326	0.0613179	0.684844	-0.157905	0.224617	0.6787721	0.680421	0.2859349	0.893572	1.645128
597	-0.115934	0.940856	0.0499352	0.129503	0.31311	0.0936815	0.013569	1.253966	0.1436167	0.8748572	1.4111517
598	-0.213856	0.834363	0.00632145	-1.0685	0.622386	-0.345746	-1.282356	1.456749	-0.33942455	0.62682845	-0.16503155
599	-0.0157134	0.81765	0.0515491	0.568448	-0.123313	0.173467	0.5527346	0.694337	0.2250161	0.8534857	1.4720877
600	-0.364876	-0.516313	-0.132474	-1.41997	0.607948	-0.479019	-1.784846	0.091635	-0.611493	-1.013663	-2.304704
601	-0.0567054	-0.468539	-0.0609676	0.682516	-0.174672	0.201953	0.6258106	-0.643211	0.1409854	-0.586212	0.123585
602	-0.301515	-0.492941	-0.110209	-0.709152	0.336687	-0.234517	-1.010667	-0.156254	-0.344726	-0.904665	-1.511647
603	-0.335957	-0.48198	-0.114853	-0.86344	0.427073	-0.275946	-1.199397	-0.054907	-0.390799	-0.93279	-1.645103
604	-0.915692	-0.286317	-0.173093	-2.75101	1.58291	-0.709144	-3.666702	1.296593	-0.882237	-1.375102	-3.252346
605	-0.508596	-0.259884	-0.114606	0.020818	0.0442743	0.0157621	-0.487778	-0.2156097	-0.0988439	-0.883086	-0.8022316
606	-0.469006	-0.197109	-0.0979756	0.387006	0.024608	0.15681	-0.082	-0.172501	0.0588344	-0.7640906	-0.1956666
607	-0.608361	-0.240268	-0.138026	-0.816341	0.4726	-0.246257	-1.424702	0.232332	-0.384283	-0.986655	-1.576653
608	-0.721326	-0.125578	-0.155116	-1.74801	1.17176	-0.50477	-2.469336	1.046182	-0.659886	-1.00202	-2.08304
609	-0.312063	-0.294724	-0.0681225	1.66387	-0.788051	0.530484	1.351807	-1.082775	0.4623615	-0.6749095	0.7313935
610	0.475923	1.02005	0.135202	0.169627	0.147778	0.0907205	0.64555	1.167828	0.2259225	1.631175	2.0393005
611	0.837722	1.11232	0.19006	1.20737	0.0649924	0.396823	2.045092	1.1773124	0.586883	2.140102	3.8092874
612	0.425762	0.987081	0.119107	-0.267102	0.263907	-0.0618955	0.15866	1.250988	0.0572115	1.53195	1.4668595
613	0.2697	0.962475	0.0949763	-0.826003	0.429588	-0.222434	-0.556303	1.392063	-0.1274577	1.3271513	0.7083023
614	0.326071	0.931439	0.0889705	-1.1018	0.519154	-0.348703	-0.775729	1.450593	-0.2597325	1.3464805	0.4151315
615	-0.04698	0.330688	0.10631	-0.14374	0.140488	0.0142207	-0.19072	0.471176	0.1205307	0.390018	0.4009867
616	0.0507981	0.290093	0.0978316	-0.613302	0.32887	-0.1955	-0.5625039	0.618963	-0.0976684	0.4387227	-0.0412093000000001
617	0.014969	0.302932	0.111469	-0.0395077	0.0464928	0.024325	-0.0245387	0.3494248	0.135794	0.42937	0.4606801
618	0.0386033	0.342829	0.120939	0.219582	0.0222298	0.123162	0.2581853	0.3650588	0.244101	0.5023713	0.8673451
619	-0.0419235	0.325694	0.103003	-0.281508	0.197778	-0.038118	-0.3234315	0.523472	0.064885	0.3867735	0.2649255
620	-0.182862	-0.461809	-0.151868	-0.83922	0.353421	-0.292065	-1.022082	-0.108388	-0.443933	-0.796539	-1.574403
621	-0.238779	-0.352569	-0.111442	0.554525	-0.137086	0.25869	0.315746	-0.489655	0.147248	-0.70279	-0.026661
622	-0.278752	-0.36578	-0.131109	-0.00370617	0.0998418	0.0642361	-0.28245817	-0.2659382	-0.0668729	-0.775641	-0.61526927
623	0.0726522	-0.457876	-0.0876867	1.2743	-0.5914	0.387535	1.3469522	-1.049276	0.2998483	-0.4729105	0.5975245
624	0.511352	-0.828351	-0.0764169	2.24017	-1.81004	0.463792	2.751522	-2.638391	0.3873751	-0.3934159	0.5005061
625	0.93072	-0.411612	0.0748089	1.93126	-1.33691	0.373614	2.86198	-1.748522	0.4484229	0.5939169	1.5618809
626	0.695212	-0.409341	0.0424921	1.10515	-1.02108	0.149943	1.800362	-1.430421	0.1924351	0.3283631	0.5623761
627	0.372653	-0.129532	0.0498242	1.04972	-0.454929	0.327943	1.422373	-0.584461	0.3777672	0.2929452	1.2156792
628	-0.528204	0.097965	-0.0744739	-3.05044	1.76085	-0.785366	-3.578644	1.858815	-0.8598399	-0.5047129	-2.5796689
629	0.407223	-0.130545	0.0604174	1.43129	-0.638674	0.453139	1.838513	-0.769219	0.5135564	0.3370954	1.5828504
630	-0.469212	-0.398891	-0.118844	0.295247	-0.406125	0.0530891	-0.173965	-0.805016	-0.0657549	-0.986947	-1.0447359
631	0.0707203	-0.205927	0.0384044	4.91691	-2.09135	1.59881	4.9876303	-2.297277	1.6372144	-0.0968023	4.3275677
632	-0.513564	-0.398249	-0.130227	-0.0609016	-0.238727	-0.0611925	-0.5744656	-0.636976	-0.1914195	-1.04204	-1.4028611
633	-0.508712	-0.398087	-0.129028	-0.019332	-0.257978	-0.0477928	-0.528044	-0.656065	-0.1768208	-1.035827	-1.3609298
634	-0.454916	-0.397578	-0.115261	0.420977	-0.455495	0.0947856	-0.033939	-0.853073	-0.0204754	-0.967755	-0.9074874
635	0.101079	-0.207826	0.0625081	-0.971855	0.408965	-0.349259	-0.870776	0.201139	-0.2867509	-0.0442389	-0.9563879
636	0.568304	-0.142512	0.149584	1.36418	-0.419006	0.368796	1.932484	-0.561518	0.51838	0.575376	1.889346
637	0.127525	-0.0572272	0.142682	1.83481	-0.657172	0.692882	1.962335	-0.7143992	0.835564	0.2129798	2.0834998
638	0.0418468	-0.149439	0.0744787	-0.518983	0.289523	-0.149312	-0.4771362	0.140084	-0.0748333	-0.0331135	-0.4118855
639	0.0831251	-0.112358	0.102689	0.431128	-0.0856759	0.19116	0.5142531	-0.1980339	0.293849	0.0734561	0.6100682
640	0.563315	-0.805251	-0.0481105	0.172841	-0.140525	-0.00600768	0.736156	-0.945776	-0.05411818	-0.2900465	-0.26373818
641	1.00447	-0.600874	0.0504523	2.43822	-0.669741	0.736665	3.44269	-1.270615	0.7871173	0.4540483	2.9591923
642	0.225569	-0.756421	-0.103723	-1.62166	0.734096	-0.531604	-1.396091	-0.022325	-0.635327	-0.634575	-2.053743
643	0.286536	-0.720201	-0.0732569	-0.625863	0.339235	-0.17951	-0.339327	-0.380966	-0.2527669	-0.5069219	-0.9730599
644	0.201976	-0.708259	-0.0874939	-1.07707	0.558966	-0.311643	-0.875094	-0.149293	-0.3991369	-0.5937769	-1.4235239
645	-0.236454	-0.0484707	-0.056663	-1.01684	0.482619	-0.322604	-1.253294	0.4341483	-0.379267	-0.3415877	-1.1984127
646	0.0829306	0.00706355	0.0264709	1.57409	-0.529228	0.530002	1.6570206	-0.52216445	0.5564729	0.11646505	1.69132905
647	0.12697	-0.0778835	0.00619094	0.908532	-0.377025	0.250531	1.035502	-0.4549085	0.25672194	0.05527744	0.83731544
648	-0.0850855	-0.0265478	-0.0271078	-0.199258	0.21498	-0.0637303	-0.2843435	0.1884322	-0.0908381	-0.1387411	-0.1867494
649	-0.130785	0.0030893	-0.00766645	0.615221	-0.174882	0.246662	0.484436	-0.1717927	0.23899555	-0.13536215	0.55163885
650	-0.0178452	1.0738	0.146647	0.176795	0.107802	0.0707154	0.1589498	1.181602	0.2173624	1.2026018	1.5579142
651	-0.0753989	1.13688	0.135319	-0.367014	0.529843	-0.0804871	-0.4424129	1.666723	0.0548319	1.1968001	1.279142
652	0.225116	1.20072	0.199413	1.40617	-0.101834	0.481874	1.631286	1.098886	0.681287	1.625249	3.411459
653	0.0665706	1.06316	0.152989	0.330474	0.0656444	0.100377	0.3970446	1.1288044	0.253366	1.2827196	1.779215
654	-0.1399	1.05298	0.123811	-0.356798	0.298397	-0.0881779	-0.496698	1.351377	0.0356331	1.036891	0.8903121
655	-0.481951	-0.332162	-0.11554	0.221062	-0.214984	0.0538764	-0.260889	-0.547146	-0.0616636	-0.929653	-0.8696986
656	-0.574748	-0.338707	-0.13977	-0.566804	0.130606	-0.201996	-1.141552	-0.208101	-0.341766	-1.053225	-1.691419
657	-0.569324	-0.339589	-0.13851	-0.520127	0.111638	-0.186395	-1.089451	-0.227951	-0.324905	-1.047423	-1.642307
658	-0.575427	-0.339213	-0.139982	-0.576253	0.135625	-0.204902	-1.15168	-0.203588	-0.344884	-1.054622	-1.700152
659	-0.567511	-0.338289	-0.137881	-0.503678	0.105047	-0.181066	-1.071189	-0.233242	-0.318947	-1.043681	-1.623378
660	-1.49398	0.0111942	-0.199515	-2.59983	1.4959	-0.669688	-4.09381	1.5070942	-0.869203	-1.6823008	-3.4559188
661	-0.9431	-0.190752	-0.146128	-0.804566	0.34703	-0.265704	-1.747666	0.156278	-0.411832	-1.27998	-2.00322
662	-0.868089	-0.133908	-0.104671	0.526542	-0.159968	0.208539	-0.341547	-0.293876	0.103868	-1.106668	-0.531555
663	-0.534819	-0.187801	-0.0686659	1.49331	-0.606653	0.43709	0.958491	-0.794454	0.3684241	-0.7912859	0.5324611
664	-0.892383	-0.186872	-0.135747	-0.509992	0.233723	-0.172828	-1.402375	0.046851	-0.308575	-1.215002	-1.664099
665	-0.10685	0.598315	0.038118	-0.0777043	0.17441	-0.00681531	-0.1845543	0.772725	0.03130269	0.529583	0.61947339
666	-0.0877507	0.547361	0.0248476	-0.585674	0.302342	-0.21	-0.6734247	0.849703	-0.1851524	0.4844579	-0.0088741
667	0.203496	0.791526	0.115524	1.61241	-0.135796	0.570225	1.815906	0.65573	0.685749	1.110546	3.157385
668	-0.17524	0.535621	0.00465303	-1.18621	0.544854	-0.402476	-1.36145	1.080475	-0.39782297	0.36503403	-0.67879797
669	0.0920994	0.609316	0.0751961	0.900385	-0.232885	0.288055	0.9924844	0.376431	0.3632511	0.7766115	1.7321665
670	0.433752	0.161387	-0.00588012	-1.32654	0.657627	-0.391461	-0.892788	0.819014	-0.39734112	0.58925888	-0.47111512
671	0.56524	0.192152	0.0183083	-0.733914	0.484911	-0.208443	-0.168674	0.677063	-0.1901347	0.7757003	0.3182543
672	0.650197	0.221973	0.0404008	-0.119176	0.276253	-0.00382514	0.531021	0.498226	0.03657566	0.9125708	1.06582266
673	0.495142	0.183639	0.00925935	-0.920894	0.530164	-0.256848	-0.425752	0.713803	-0.24758865	0.68804035	0.04046235
674	1.11444	0.213452	0.113725	1.91079	-0.566495	0.580226	3.02523	-0.353043	0.693951	1.441617	3.366138
675	0.428129	-0.493916	-0.0459636	0.366377	-0.187663	0.0760075	0.794506	-0.681579	0.0300439	-0.1117506	0.1429709
676	0.365988	-0.433062	-0.0395488	0.530946	-0.151682	0.175437	0.896934	-0.584744	0.1358882	-0.1066228	0.4480782
677	0.916721	-0.546832	0.0275907	2.54967	-1.24524	0.68363	3.466391	-1.792072	0.7112207	0.3974797	2.3855397
678	0.363709	-0.419647	-0.0366319	0.611533	-0.160221	0.21	0.975242	-0.579868	0.1733681	-0.0925699	0.5687421
